autor,link,descricao,enviado,estrelas
"Thiago Merigui","https://github.com/tikomerigui/Imrsao_IA_alura","Este chatbot em Python simula a interação de um cliente com o restaurante japonês Tokio Feliz","Sat, 11 May 2024 12:39:00 GMT","2"
"Luiz Thadeu de Almeida Cavalheiro","https://github.com/luizthadeu/ResumeAI","Cansado de ficar Horas tentando pegar o que é importante nas páginas da Internet. Seus Problemas acabaram. O ResumeAI é a IA mais avançada do Google trabalhando para você economizar tempo. O Resume AI é um amigo que lê uma página da Internet (através da URL) e te mostra um resumo bem humorado dela. Ele utiliza o Google Gemini como seu cérebro.","Sat, 11 May 2024 12:39:00 GMT","14"
"Luciano Jesus da Silva","https://github.com/lucianoj75/Agilista_IA_Ironico","Esse código feito em Python é um chatbot usando a IA do Google, Gemini. Ele é um especialista em métodos ágeis de desenvolvimento de sistemas que sabe estimar tamanhos de histórias de usuário. Tem um detalhe: ele é irônico em suas respostas, mas vai te ajudar.","Sat, 11 May 2024 12:40:00 GMT","16"
"Kauê Cezário Cunha","https://github.com/kcezario/conhecimento_acessivel","Um protótipo de assistente inclusivo com Gemini API que utiliza comandos de voz e síntese de voz para tornar a pesquisa na Wikipédia em português acessível a pessoas com deficiência visual e não alfabetizados, abrindo caminho para uma educação mais justa e equitativa.","Sat, 11 May 2024 12:45:00 GMT","26"
"Carlos Eduardo Pereira Silva","https://github.com/CarlosSilva59/Projeto-Alura-Google-aula-04/commit/44a171cce4e1b0fe7c61bd4772299ad8f95fc6ba","Doações para Desabrigados no Rio Grande do Sul","Sat, 11 May 2024 12:47:00 GMT","4"
"Cristine Siqueira Dias","https://github.com/Kriska2024/Imersao_AI/blob/main/Livros.ipynb","Sou rata de biblioteca e como tal já li muitos! Então, pensando em outros que também são como eu, criei um projeto com Banco de Dados para salvar os livros já lidos! Procurei utilizar as feramentas dadas pela Alura Imersão AI,utilizando o Colab e muito do Gemini! Em reuso,meu projeto LIVRO, tem um menu onde pode inserir os livros com nome do livro, autor, data que inicio e fim da leitura e resenha. Recomendar livros baseado nos 3 ultimos lidos. E listar os livros já lidos, retornando uma tabela onde usei os embeddings. Esse projeto,com alguns poucos ajustes, acredito, que possa ser utilizdo para outros dados da vida cotidiana com, para estudantes ter um acompanameto das das leitura, aulas... Para acompanhar andamentos de projetos, etc...","Sat, 11 May 2024 12:49:00 GMT","2"
"Fagner Lopes Carvalho","https://github.com/fagnerlc/google_alura_falc","Gemini SOS, apresenta uma solução para emergência em situações de desastre natural como enchentes no Rio Grande do Sul, terremotos, tsunamis, etc.","Sat, 11 May 2024 12:49:00 GMT","3"
"Márcio Estevam da Silva","https://github.com/Mestevam1976/Projeto_Imersao_Aula_4","Projeto de um chatbot especializado na temática de Manutenção Residencial, para auxiliar o usuário em pequenos reparos do tipo faça você mesmo. Projeto experimental.","Sat, 11 May 2024 12:51:00 GMT","3"
"Gabriela Martins","https://github.com/gla-Modesto/Alura_projetc/blob/main/Chatbot_comum%2C_mas_rodando_com_parametros_diferentes_.ipynb","É um código simples de chatbot, com mudanças nos parâmetros.","Sat, 11 May 2024 12:51:00 GMT","2"
"Thiago da Cruz Silveira","https://github.com/Pedrinpro/ProgramaAIjava","Meu projeto se conssiste em uma IA cujo há como objetivo explicar sobre algumas funções do java. Como blibliotecas, desenvolvimento android, javaFX e outros. A programaAIjava visa em ajudar devs iniciantes em java para facilitar seu início.","Sat, 11 May 2024 12:52:00 GMT","4"
"Ângelo Velloso","https://github.com/angelovelloso/find-public-expenses","De Olho no Dinheiro Público: Seja um Herói da Transparência! Cansado de ver o dinheiro público ser desperdiçado? Junte-se a nós e torne-se um guardião da transparência com o De Olho no Dinheiro Público, um projeto inovador que utiliza a tecnologia para monitorar licitações em tempo real e empoderar a sociedade civil a acompanhar os gastos do governo. Com a tecnologia podemos identificar e revisar compras públicas antes que se transformem em contratos milionários. Nossa atuação poderá garantir que os recursos públicos sejam utilizados de forma eficiente e responsável. Como funciona? Nossa plataforma (em MVP) utiliza a poderosa API do Gemini para monitorar a publicação de novas licitações no Diário Oficial. Através de um sistema inteligente, identificamos compras com potencial risco de irregularidades e as notificamos para uma comunidade engajada de cidadãos.","Sat, 11 May 2024 12:53:00 GMT","6"
"Matheus Danry","https://github.com/Dorrox/Projeto_Imersao_IA_Alura_-_Google/tree/main","ChatBot criando com os matérias de ensino que aprendi nas aulas.","Sat, 11 May 2024 12:53:00 GMT","2"
"Bruno Rodrigues Martins","https://github.com/obrunorm/auxiliar-tecnologia","O projeto consiste em um sistema de ensino de tecnologia projetado para adultos e crianças autistas, utilizando sua capacidade de hiperfoco como uma ferramenta educacional. O sistema gera exercícios e conteúdo de aprendizado personalizados, adaptados aos interesses individuais do aluno, visando facilitar o processo de ensino e estimular o interesse em temas específicos.","Sat, 11 May 2024 12:54:00 GMT","19"
"Letícia Liechavicius","https://github.com/liechavicius/letidigital/tree/main","Olá! Com o propósito de demonstrar as habilidades adquiridas na Imersão IA e atender os 04 critérios, desenvolvi o projeto \'Prompt Perfeito com Google AI Studio\'. Criei o método dos 5 passos para a construção de um prompt básico, chamado \'Prompt Perfeito\', utilizando o acrônimo da palavra C.A.N.V.A.: C. contexto | A. ação específica | N. norte, objetivo | V. valor, resultado | A. aprimorar. Esse método \'Prompt Perfeito\', para atender a necessidade da minha audiência no meu canal no YouTube https://www.youtube.com/@letidigital, lançado há 1 mês, voltado à transformação digital, ferramentas e uso dos dados nos negócios e vida diária. Colaborar com o público que não é de tecnologia na jornada de desenvolver novas habilidades e aprender ferramentas de inteligência artificial. Na quinta dia 9/5 publiquei no canal o vídeo \'ChatGPT e Prompt: o que é como gerar a melhor resposta?\', segue link: https://www.youtube.com/watch?v=EGbHIpEh7X4 Foi necessário usar o nome ChatGPT ao invés de Gemini devido à analise de SEO no","Sat, 11 May 2024 12:56:00 GMT","5"
"Fernanda Mattos Molinas","https://github.com/femolinas/Projeto_Acha_Preco/tree/main","Nós acreditamos que viajar deve ser um momento de tranquilidade e sem se preocupar com o cartão de crédito. Para isso, lançamos o Bora Voar? Acha Preço! Encontre os preços mais acessíveis para a sua viagem e sugestões incríveis de passeios. Um sistema inovador em Python que combina o poder da IA do Google com sua paixão por viagens para te levar a experiências inesquecíveis! Além da sugestão de passagens, traz uma lista de atividades culturais incríveis que a sua viagem será inesquecível de verdade!","Sat, 11 May 2024 13:07:00 GMT","4"
"AjudAI","https://github.com/giuanm/ajud_ai","Esse projeto foi desenvolvido para auxiliar todos que buscam auxílio profissional, seja para recolocação, primeiro emprego... Precisa apenas responder 6 perguntas de um formulário e receberá um aconselhamento.","Sat, 11 May 2024 13:09:00 GMT","5"
"Felipe Souza","https://github.com/fsouza99/gemini-job-fit","A Gupy é uma das plataformas mais utilizadas por empresas para divulgação e organização de vagas de emprego no Brasil, unificando muitas etapas típicas do processo de contratação. Este projeto solicita ao Gemini que avalie a compatibilidade entre uma vaga da plataforma e um currículo, podendo assim gerar insights valiosos ao usuário em busca de um novo emprego. O currículo só precisa ser escrito uma vez num arquivo, enquanto as vagas podem ser referidas por seus respectivos links. Em cada execução, o programa extrai os textos do currículo e da vaga, monta e envia o prompt ao modelo e, por fim, registra entrada e saída em arquivos Markdown.","Sat, 11 May 2024 13:11:00 GMT","5"
"Lucas Rosada Rodrigues","https://github.com/the-Luke-R/Bot_Concurseiro","Uma IA que cria perguntas sobre um arquivo PDF","Sat, 11 May 2024 13:13:00 GMT","2"
"Artur Gonçalves da Csta Fernandes Antônio","https://github.com/Gordex999444/BronqAI","Chatbot criado para ensinar e tirar dúvidas sobre bronquiectasia, uma doença pulmonar pouco conhecida.","Sat, 11 May 2024 13:14:00 GMT","3"
"Thiago Felipe Alves do Carmo","https://github.com/Oracle-of-Delfos/Arcane-Insight","Sempre quis começar a jogar RPGs de mesa mas nunca conseguiu se familiarizar com as regras? é um jogador experiente que não aguenta mais procurar magias no livro do jogador? Então o Arcane Insight é para você! Esse bot integra as APIs do Gemini e do discord para ajudar você com a conjuração de Dungeons and Dragons Quinta Edição!","Sat, 11 May 2024 13:16:00 GMT","66"
"Pedro Alves Pereira","https://github.com/Pedrock666/IA_ALURA/tree/main","Este projeto usa o poder da inteligência artificial do Google Gemini para analisar textos de consumidores e determinar se eles expressam satisfação, insatisfação ou indiferença.","Sat, 11 May 2024 05:09:00 GMT","3"
"Phillip Alisson Volpi","https://github.com/Phillip1Alisson/Gemini_Alura/tree/main","Como resposta ao desafio desta imersão e além de aprender mais como usar esta poderosa ferramenta do Google. Foi feito um programa com objetivo de ser lúdico e poder inspirar pessoas a escrever e usar mais e poderar sua criatividade. Este assistente de escrita será seu colaborador no início, fim e meio de suas obras literárias. Não perca mais tempo e marque uma geração com uma história feita por humanos e máquina.","Sat, 11 May 2024 05:09:00 GMT","3"
"Diego Porfírio","https://github.com/01diegoporfirio/sugestao-inteligente","Sugestão inteligente  de produto, com base em histórico de compras.","Sat, 11 May 2024 05:10:00 GMT","3"
"Thiago Oliveira","https://github.com/thiagooliveirapython/Billions","Billions: Seu Consultor Financeiro com IA  Billions é uma aplicação web inovadora que usa o poder da inteligência artificial para te guiar no mundo do mercado financeiro. Com uma interface intuitiva e um chatbot divertido e irreverente: Visite em https://billions.streamlit.app/ 1. Informações Detalhadas sobre Ativos: Digite o nome de uma empresa e receba uma análise abrangente, impulsionada pela IA do Google Gemini. Provoque o chatbot com perguntas sobre dinheiro e será surpreendido com as respostas divertidas e inteligentes Descubra insights sobre a diretoria, histórico de preços e muito mais! Acesse gráficos interativos de preços diretamente do Yahoo Finance. 2. Análise Fundamentalista Completa: Explore dados fundamentalistas de centenas de empresas listadas na B3. Faça perguntas específicas sobre indicadores chave. Receba respostas personalizadas e detalhadas, com insights gerados pela IA. Tecnologia de Ponta: Billions utiliza o modelo de linguagem avançado Google Gemini para gerar textos informativ","Sat, 11 May 2024 05:13:00 GMT","4"
"Talita Gomes Lisboa Piccolo","https://github.com/TalyLisboa/Jedai_Talita_Lisboa_ChatBot_Imersao","IA Jedai","Sat, 11 May 2024 05:13:00 GMT","15"
"Wesley de Moura Campos","https://github.com/wesl2x/Projeto_Biometria_GEMINI/tree/main","Este projeto, desenvolvido durante a Semana de Imersão da Alura com Google Gemini, demonstra um sistema de autenticação facial inovador. Utilizando a API do Gemini, o sistema cadastra o usuário e, posteriormente, solicita seu CPF e uma foto para realizar a autenticação. Essa imagem é comparada com a foto de cadastro através da biometria facial da API do Gemini, garantindo maior segurança e usabilidade. O projeto destaca o potencial do Gemini para revolucionar os sistemas de autenticação, oferecendo uma alternativa robusta e eficiente aos métodos tradicionais.","Sat, 11 May 2024 05:14:00 GMT","3"
"Hildermes José Medeiros Filho","https://github.com/hildermesmedeiros/ImersaoAluraGoogleIA2024/","Localizar lotes pela tabela de coordenadas de uma imagem! Vamos georreferenciar o mundo, o que der, vamos tentando...","Sat, 11 May 2024 05:17:00 GMT","3"
"Henrique de Almeida Negri","https://github.com/henriquenegri/Pro-chat","foi criado um chat bot para ajudar pessoas a entender cada vez mais sobre o baixo desenvolvimento neural, como o autismo, e assim, o usuário tirar todas as suas dúvidas sobre o tema","Sat, 11 May 2024 05:22:00 GMT","14"
